,Date,HomeTeam,AwayTeam,Final_HomeGoals,Final_AwayGoals,Final_Result,Half_HomeGoals,Half_AwayGoals,Half_Result,Referee,Home_Shots,Away_Shots,HomeShots_Target,AwayShots_Target,Home_Fouls,Away_Fouls,Home_Corner,Away_Corner,Home_Yellows,Away_Yellows,Home_Reds,Away_Reds,Season
274,2015-04-03,QPR,Arsenal,1.0,2.0,A,0.0,0.0,D,K Friend,10.0,20.0,3.0,9.0,10.0,8.0,1.0,6.0,2.0,1.0,0.0,0.0,7
279,2015-03-14,Arsenal,West Ham,3.0,0.0,H,1.0,0.0,H,A Taylor,19.0,7.0,9.0,1.0,10.0,9.0,7.0,5.0,1.0,1.0,0.0,0.0,7
288,2015-03-16,Swansea,Liverpool,0.0,1.0,A,0.0,0.0,D,R East,10.0,16.0,3.0,5.0,13.0,16.0,4.0,5.0,0.0,3.0,0.0,0.0,7
291,2015-03-21,Newcastle,Arsenal,1.0,2.0,A,0.0,2.0,A,M Jones,16.0,7.0,4.0,3.0,11.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,7
297,2015-03-22,Liverpool,Man United,1.0,2.0,A,0.0,1.0,A,M Atkinson,7.0,6.0,1.0,4.0,14.0,17.0,2.0,3.0,2.0,2.0,1.0,0.0,7
299,2015-04-04,Arsenal,Liverpool,4.0,1.0,H,3.0,0.0,H,A Taylor,16.0,13.0,10.0,2.0,7.0,9.0,6.0,5.0,1.0,0.0,0.0,1.0,7
310,2015-11-04,Burnley,Arsenal,0.0,1.0,A,0.0,1.0,A,M Dean,8.0,17.0,4.0,5.0,15.0,7.0,1.0,6.0,2.0,0.0,0.0,0.0,7
319,2015-04-13,Liverpool,Newcastle,2.0,0.0,H,1.0,0.0,H,L Mason,14.0,10.0,6.0,3.0,8.0,17.0,6.0,6.0,2.0,0.0,0.0,1.0,7
334,2015-04-25,West Brom,Liverpool,0.0,0.0,D,0.0,0.0,D,R East,10.0,22.0,4.0,5.0,12.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,7
335,2015-04-26,Arsenal,Chelsea,0.0,0.0,D,0.0,0.0,D,M Oliver,12.0,7.0,1.0,3.0,17.0,11.0,6.0,2.0,4.0,3.0,0.0,0.0,7
337,2015-04-28,Hull,Liverpool,1.0,0.0,H,1.0,0.0,H,L Probert,7.0,12.0,4.0,9.0,10.0,10.0,7.0,7.0,2.0,0.0,0.0,0.0,7
341,2015-02-05,Liverpool,QPR,2.0,1.0,H,1.0,0.0,H,M Atkinson,25.0,10.0,8.0,2.0,9.0,18.0,9.0,6.0,2.0,3.0,0.0,1.0,7
348,2015-04-05,Hull,Arsenal,1.0,3.0,A,0.0,3.0,A,L Mason,8.0,22.0,1.0,9.0,8.0,11.0,0.0,5.0,2.0,0.0,0.0,0.0,7
356,2015-10-05,Chelsea,Liverpool,1.0,1.0,D,1.0,1.0,D,A Marriner,8.0,15.0,3.0,4.0,13.0,11.0,6.0,4.0,4.0,3.0,0.0,0.0,7
358,2015-11-05,Arsenal,Swansea,0.0,1.0,A,0.0,0.0,D,K Friend,23.0,8.0,9.0,3.0,7.0,10.0,6.0,1.0,0.0,1.0,0.0,0.0,7
360,2015-05-16,Liverpool,Crystal Palace,1.0,3.0,A,1.0,1.0,D,J Moss,18.0,15.0,3.0,6.0,10.0,17.0,4.0,5.0,2.0,3.0,0.0,0.0,7
366,2015-05-17,Man United,Arsenal,1.0,1.0,D,1.0,0.0,H,M Dean,12.0,5.0,4.0,3.0,16.0,8.0,5.0,5.0,1.0,0.0,0.0,0.0,7
369,2015-05-20,Arsenal,Sunderland,0.0,0.0,D,0.0,0.0,D,A Taylor,28.0,7.0,8.0,3.0,6.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,7
370,2015-05-24,Arsenal,West Brom,4.0,1.0,H,4.0,0.0,H,R Madley,24.0,14.0,13.0,5.0,6.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,7
379,2015-05-24,Stoke,Liverpool,6.0,1.0,H,5.0,0.0,H,A Taylor,15.0,13.0,9.0,4.0,13.0,4.0,3.0,9.0,4.0,2.0,0.0,0.0,7
6,2015-09-08,Arsenal,West Ham,0.0,2.0,A,0.0,1.0,A,M Atkinson,22.0,8.0,6.0,4.0,12.0,9.0,5.0,4.0,1.0,3.0,0.0,0.0,8
8,2015-09-08,Stoke,Liverpool,0.0,1.0,A,0.0,0.0,D,A Taylor,7.0,8.0,1.0,3.0,9.0,16.0,3.0,5.0,2.0,4.0,0.0,0.0,8
17,2015-08-16,Crystal Palace,Arsenal,1.0,2.0,A,1.0,1.0,D,L Mason,11.0,20.0,4.0,7.0,14.0,12.0,6.0,6.0,1.0,1.0,0.0,0.0,8
19,2015-08-17,Liverpool,Bournemouth,1.0,0.0,H,1.0,0.0,H,C Pawson,18.0,13.0,2.0,2.0,11.0,18.0,6.0,8.0,1.0,4.0,0.0,0.0,8
29,2015-08-24,Arsenal,Liverpool,0.0,0.0,D,0.0,0.0,D,M Oliver,19.0,15.0,5.0,8.0,2.0,13.0,7.0,8.0,1.0,4.0,0.0,0.0,8
33,2015-08-29,Liverpool,West Ham,0.0,3.0,A,0.0,2.0,A,K Friend,13.0,12.0,1.0,5.0,17.0,11.0,5.0,7.0,3.0,1.0,1.0,1.0,8
35,2015-08-29,Newcastle,Arsenal,0.0,1.0,A,0.0,0.0,D,A Marriner,1.0,22.0,0.0,9.0,15.0,8.0,0.0,9.0,6.0,1.0,1.0,0.0,8
40,2015-12-09,Arsenal,Stoke,2.0,0.0,H,1.0,0.0,H,J Moss,29.0,9.0,12.0,4.0,6.0,13.0,13.0,1.0,1.0,1.0,0.0,0.0,8
43,2015-12-09,Man United,Liverpool,3.0,1.0,H,0.0,0.0,D,M Oliver,9.0,8.0,3.0,4.0,6.0,11.0,4.0,4.0,1.0,2.0,0.0,0.0,8
52,2015-09-19,Chelsea,Arsenal,2.0,0.0,H,0.0,0.0,D,M Dean,22.0,9.0,7.0,2.0,12.0,11.0,5.0,5.0,3.0,1.0,0.0,2.0,8
57,2015-09-20,Liverpool,Norwich,1.0,1.0,D,0.0,0.0,D,A Taylor,23.0,7.0,7.0,2.0,4.0,13.0,6.0,2.0,1.0,2.0,0.0,0.0,8
60,2015-09-26,Leicester,Arsenal,2.0,5.0,A,1.0,2.0,A,C Pawson,16.0,26.0,7.0,12.0,9.0,12.0,6.0,5.0,1.0,1.0,0.0,0.0,8
61,2015-09-26,Liverpool,Aston Villa,3.0,2.0,H,1.0,0.0,H,J Moss,21.0,10.0,12.0,4.0,8.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0,8
77,2015-04-10,Arsenal,Man United,3.0,0.0,H,3.0,0.0,H,A Taylor,12.0,9.0,5.0,5.0,8.0,17.0,3.0,6.0,1.0,3.0,0.0,0.0,8
78,2015-04-10,Everton,Liverpool,1.0,1.0,D,1.0,1.0,D,M Atkinson,14.0,13.0,4.0,4.0,10.0,19.0,5.0,11.0,3.0,3.0,0.0,0.0,8
85,2015-10-17,Tottenham,Liverpool,0.0,0.0,D,0.0,0.0,D,C Pawson,13.0,12.0,4.0,3.0,15.0,11.0,8.0,6.0,1.0,2.0,0.0,0.0,8
86,2015-10-17,Watford,Arsenal,0.0,3.0,A,0.0,0.0,D,M Jones,8.0,17.0,1.0,6.0,11.0,12.0,3.0,9.0,2.0,1.0,0.0,0.0,8
90,2015-10-24,Arsenal,Everton,2.0,1.0,H,2.0,1.0,H,L Mason,20.0,10.0,5.0,5.0,11.0,14.0,7.0,5.0,2.0,0.0,0.0,1.0,8
97,2015-10-25,Liverpool,Southampton,1.0,1.0,D,0.0,0.0,D,A Marriner,15.0,8.0,2.0,3.0,8.0,11.0,10.0,7.0,1.0,0.0,0.0,1.0,8
100,2015-10-31,Chelsea,Liverpool,1.0,3.0,A,1.0,1.0,D,M Clattenburg,8.0,16.0,2.0,7.0,9.0,21.0,1.0,7.0,1.0,4.0,0.0,0.0,8
104,2015-10-31,Swansea,Arsenal,0.0,3.0,A,0.0,0.0,D,K Friend,8.0,15.0,3.0,5.0,12.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,8
117,2015-08-11,Arsenal,Tottenham,1.0,1.0,D,0.0,1.0,A,M Atkinson,10.0,14.0,4.0,4.0,12.0,17.0,7.0,6.0,0.0,1.0,0.0,0.0,8
119,2015-08-11,Liverpool,Crystal Palace,1.0,2.0,A,1.0,1.0,D,N Swarbrick,22.0,9.0,4.0,4.0,7.0,6.0,14.0,6.0,1.0,2.0,0.0,0.0,8
122,2015-11-21,Man City,Liverpool,1.0,4.0,A,1.0,3.0,A,J Moss,11.0,14.0,3.0,9.0,5.0,13.0,11.0,5.0,0.0,3.0,0.0,0.0,8
127,2015-11-21,West Brom,Arsenal,2.0,1.0,H,2.0,1.0,H,M Clattenburg,4.0,11.0,1.0,3.0,14.0,10.0,3.0,5.0,3.0,2.0,0.0,0.0,8
136,2015-11-29,Liverpool,Swansea,1.0,0.0,H,0.0,0.0,D,A Taylor,10.0,8.0,2.0,0.0,12.0,6.0,8.0,7.0,3.0,1.0,0.0,0.0,8
137,2015-11-29,Norwich,Arsenal,1.0,1.0,D,1.0,1.0,D,J Moss,7.0,12.0,2.0,3.0,8.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0,8
140,2015-05-12,Arsenal,Sunderland,3.0,1.0,H,1.0,1.0,D,R Madley,16.0,11.0,7.0,4.0,7.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,8
148,2015-06-12,Newcastle,Liverpool,2.0,0.0,H,0.0,0.0,D,A Marriner,6.0,10.0,1.0,1.0,6.0,10.0,2.0,7.0,3.0,1.0,0.0,0.0,8
156,2015-12-13,Aston Villa,Arsenal,0.0,2.0,A,0.0,2.0,A,K Friend,18.0,8.0,2.0,4.0,8.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,8
157,2015-12-13,Liverpool,West Brom,2.0,2.0,D,1.0,1.0,D,C Pawson,28.0,4.0,8.0,2.0,7.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,8
168,2015-12-20,Watford,Liverpool,3.0,0.0,H,2.0,0.0,H,M Clattenburg,6.0,12.0,5.0,4.0,6.0,9.0,7.0,9.0,1.0,0.0,0.0,0.0,8
169,2015-12-21,Arsenal,Man City,2.0,1.0,H,2.0,0.0,H,A Marriner,8.0,20.0,5.0,6.0,5.0,16.0,4.0,8.0,0.0,2.0,0.0,0.0,8
173,2015-12-26,Liverpool,Leicester,1.0,0.0,H,0.0,0.0,D,M Atkinson,25.0,7.0,4.0,3.0,11.0,8.0,7.0,6.0,2.0,1.0,0.0,0.0,8
176,2015-12-26,Southampton,Arsenal,4.0,0.0,H,1.0,0.0,H,J Moss,15.0,7.0,5.0,4.0,10.0,9.0,3.0,4.0,1.0,0.0,0.0,0.0,8
180,2015-12-28,Arsenal,Bournemouth,2.0,0.0,H,1.0,0.0,H,R East,13.0,10.0,6.0,3.0,7.0,8.0,9.0,3.0,2.0,0.0,0.0,0.0,8
189,2015-12-30,Sunderland,Liverpool,0.0,1.0,A,0.0,0.0,D,K Friend,8.0,17.0,3.0,6.0,8.0,16.0,6.0,4.0,1.0,3.0,0.0,0.0,8
190,2016-02-01,Arsenal,Newcastle,1.0,0.0,H,0.0,0.0,D,A Taylor,16.0,15.0,3.0,6.0,10.0,9.0,7.0,4.0,2.0,2.0,0.0,0.0,8
197,2016-02-01,West Ham,Liverpool,2.0,0.0,H,1.0,0.0,H,R Madley,18.0,23.0,10.0,2.0,11.0,8.0,3.0,9.0,1.0,1.0,0.0,0.0,8
204,2016-01-13,Liverpool,Arsenal,3.0,3.0,D,2.0,2.0,D,M Jones,22.0,14.0,6.0,5.0,9.0,7.0,9.0,3.0,2.0,0.0,0.0,0.0,8
217,2016-01-17,Liverpool,Man United,0.0,1.0,A,0.0,0.0,D,M Clattenburg,19.0,7.0,4.0,1.0,6.0,18.0,5.0,4.0,0.0,2.0,0.0,0.0,8
218,2016-01-17,Stoke,Arsenal,0.0,0.0,D,0.0,0.0,D,C Pawson,14.0,8.0,6.0,3.0,16.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,8
223,2016-01-23,Norwich,Liverpool,4.0,5.0,A,2.0,1.0,H,L Mason,6.0,13.0,5.0,7.0,10.0,14.0,3.0,3.0,0.0,1.0,0.0,0.0,8
228,2016-01-24,Arsenal,Chelsea,0.0,1.0,A,0.0,1.0,A,M Clattenburg,9.0,12.0,1.0,6.0,14.0,13.0,6.0,7.0,1.0,3.0,1.0,0.0,8
230,2016-02-02,Arsenal,Southampton,0.0,0.0,D,0.0,0.0,D,L Mason,21.0,14.0,11.0,3.0,11.0,19.0,13.0,3.0,2.0,1.0,0.0,0.0,8
232,2016-02-02,Leicester,Liverpool,2.0,0.0,H,0.0,0.0,D,A Marriner,13.0,14.0,6.0,2.0,6.0,7.0,3.0,12.0,0.0,1.0,0.0,0.0,8
241,2016-06-02,Liverpool,Sunderland,2.0,2.0,D,0.0,0.0,D,R Madley,16.0,7.0,5.0,2.0,4.0,12.0,7.0,2.0,1.0,1.0,0.0,0.0,8
248,2016-07-02,Bournemouth,Arsenal,0.0,2.0,A,0.0,2.0,A,K Friend,17.0,10.0,4.0,5.0,6.0,8.0,7.0,3.0,0.0,1.0,0.0,0.0,8
257,2016-02-14,Arsenal,Leicester,2.0,1.0,H,0.0,1.0,A,M Atkinson,24.0,7.0,6.0,3.0,9.0,10.0,11.0,1.0,4.0,3.0,0.0,1.0,8
258,2016-02-14,Aston Villa,Liverpool,0.0,6.0,A,0.0,2.0,A,N Swarbrick,6.0,11.0,1.0,9.0,10.0,9.0,0.0,6.0,3.0,1.0,0.0,0.0,8
267,2016-02-28,Man United,Arsenal,3.0,2.0,H,2.0,1.0,H,C Pawson,7.0,13.0,5.0,5.0,21.0,15.0,2.0,3.0,4.0,3.0,0.0,0.0,8
273,2016-02-03,Arsenal,Swansea,1.0,2.0,A,1.0,1.0,D,R Madley,18.0,11.0,4.0,2.0,8.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,8
274,2016-02-03,Liverpool,Man City,3.0,0.0,H,2.0,0.0,H,M Atkinson,11.0,4.0,7.0,2.0,14.0,14.0,3.0,2.0,0.0,1.0,0.0,0.0,8
284,2016-05-03,Tottenham,Arsenal,2.0,2.0,D,0.0,1.0,A,M Oliver,26.0,10.0,11.0,4.0,9.0,10.0,9.0,2.0,2.0,2.0,0.0,1.0,8
286,2016-06-03,Crystal Palace,Liverpool,1.0,2.0,A,0.0,0.0,D,A Marriner,14.0,19.0,4.0,5.0,12.0,16.0,6.0,6.0,1.0,2.0,0.0,1.0,8
295,2016-03-19,Everton,Arsenal,0.0,2.0,A,0.0,2.0,A,M Clattenburg,8.0,11.0,2.0,3.0,7.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,8
301,2016-03-20,Southampton,Liverpool,3.0,2.0,H,0.0,2.0,A,R East,16.0,18.0,5.0,9.0,10.0,13.0,3.0,5.0,1.0,3.0,0.0,0.0,8
303,2016-02-04,Arsenal,Watford,4.0,0.0,H,2.0,0.0,H,A Taylor,19.0,6.0,12.0,2.0,7.0,10.0,8.0,3.0,1.0,1.0,0.0,0.0,8
306,2016-02-04,Liverpool,Tottenham,1.0,1.0,D,0.0,0.0,D,J Moss,15.0,18.0,7.0,5.0,11.0,11.0,12.0,9.0,2.0,0.0,0.0,0.0,8
319,2016-09-04,West Ham,Arsenal,3.0,3.0,D,2.0,2.0,D,C Pawson,19.0,11.0,7.0,6.0,11.0,8.0,7.0,4.0,2.0,0.0,0.0,0.0,8
320,2016-10-04,Liverpool,Stoke,4.0,1.0,H,2.0,1.0,H,M Clattenburg,14.0,10.0,6.0,3.0,14.0,14.0,6.0,3.0,0.0,2.0,0.0,0.0,8
330,2016-04-17,Arsenal,Crystal Palace,1.0,1.0,D,1.0,0.0,H,R East,21.0,7.0,6.0,2.0,7.0,13.0,10.0,5.0,0.0,2.0,0.0,0.0,8
331,2016-04-17,Bournemouth,Liverpool,1.0,2.0,A,0.0,2.0,A,M Jones,18.0,19.0,5.0,6.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,8
335,2016-04-20,Liverpool,Everton,4.0,0.0,H,2.0,0.0,H,R Madley,37.0,3.0,13.0,0.0,8.0,11.0,9.0,1.0,1.0,1.0,0.0,1.0,8
338,2016-04-21,Arsenal,West Brom,2.0,0.0,H,2.0,0.0,H,J Moss,16.0,8.0,7.0,1.0,14.0,14.0,2.0,6.0,0.0,1.0,0.0,0.0,8
341,2016-04-23,Liverpool,Newcastle,2.0,2.0,D,2.0,0.0,H,A Marriner,13.0,6.0,4.0,3.0,8.0,17.0,5.0,4.0,1.0,1.0,0.0,0.0,8
344,2016-04-24,Sunderland,Arsenal,0.0,0.0,D,0.0,0.0,D,M Dean,12.0,20.0,3.0,7.0,10.0,8.0,7.0,7.0,2.0,4.0,0.0,0.0,8
346,2016-04-30,Arsenal,Norwich,1.0,0.0,H,0.0,0.0,D,M Jones,14.0,12.0,3.0,3.0,8.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,8
354,2016-01-05,Swansea,Liverpool,3.0,1.0,H,2.0,0.0,H,R East,18.0,11.0,9.0,3.0,12.0,13.0,4.0,7.0,2.0,2.0,0.0,1.0,8
363,2016-08-05,Liverpool,Watford,2.0,0.0,H,1.0,0.0,H,L Mason,19.0,14.0,5.0,3.0,10.0,15.0,8.0,8.0,1.0,2.0,0.0,0.0,8
364,2016-08-05,Man City,Arsenal,2.0,2.0,D,1.0,1.0,D,A Taylor,14.0,5.0,3.0,2.0,16.0,10.0,7.0,2.0,2.0,1.0,0.0,0.0,8
367,2016-11-05,Liverpool,Chelsea,1.0,1.0,D,0.0,1.0,A,M Oliver,28.0,13.0,9.0,7.0,11.0,12.0,7.0,3.0,3.0,1.0,0.0,0.0,8
370,2016-05-15,Arsenal,Aston Villa,4.0,0.0,H,1.0,0.0,H,M Clattenburg,16.0,5.0,7.0,2.0,12.0,6.0,5.0,4.0,0.0,1.0,0.0,0.0,8
378,2016-05-15,West Brom,Liverpool,1.0,1.0,D,1.0,1.0,D,R Madley,13.0,7.0,1.0,3.0,11.0,14.0,7.0,5.0,3.0,1.0,0.0,0.0,8
7,2016-08-14,Arsenal,Liverpool,3.0,4.0,A,1.0,1.0,D,M Oliver,9.0,16.0,5.0,7.0,13.0,17.0,5.0,4.0,3.0,3.0,0.0,0.0,9
11,2016-08-20,Burnley,Liverpool,2.0,0.0,H,2.0,0.0,H,L Mason,3.0,26.0,2.0,5.0,14.0,5.0,1.0,12.0,0.0,1.0,0.0,0.0,9
12,2016-08-20,Leicester,Arsenal,0.0,0.0,D,0.0,0.0,D,M Clattenburg,8.0,13.0,1.0,4.0,11.0,7.0,2.0,7.0,1.0,2.0,0.0,0.0,9
26,2016-08-27,Tottenham,Liverpool,1.0,1.0,D,0.0,1.0,A,R Madley,11.0,13.0,4.0,3.0,11.0,17.0,5.0,5.0,3.0,5.0,0.0,0.0,9
27,2016-08-27,Watford,Arsenal,1.0,3.0,A,0.0,3.0,A,K Friend,14.0,10.0,6.0,7.0,18.0,15.0,3.0,2.0,6.0,1.0,0.0,0.0,9
30,2016-10-09,Arsenal,Southampton,2.0,1.0,H,1.0,1.0,D,R Madley,17.0,11.0,2.0,5.0,10.0,8.0,6.0,1.0,2.0,5.0,0.0,0.0,9
33,2016-10-09,Liverpool,Leicester,4.0,1.0,H,2.0,1.0,H,C Pawson,17.0,12.0,11.0,3.0,4.0,8.0,1.0,7.0,1.0,2.0,0.0,0.0,9
40,2016-09-16,Chelsea,Liverpool,1.0,2.0,A,0.0,2.0,A,M Atkinson,12.0,13.0,4.0,5.0,6.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0,9
42,2016-09-17,Hull,Arsenal,1.0,4.0,A,0.0,1.0,A,R East,6.0,24.0,2.0,9.0,9.0,12.0,2.0,4.0,0.0,2.0,1.0,0.0,9
50,2016-09-24,Arsenal,Chelsea,3.0,0.0,H,3.0,0.0,H,M Oliver,14.0,9.0,5.0,2.0,9.0,11.0,9.0,1.0,0.0,2.0,0.0,0.0,9
52,2016-09-24,Liverpool,Hull,5.0,1.0,H,3.0,0.0,H,A Marriner,32.0,2.0,12.0,1.0,8.0,8.0,13.0,2.0,1.0,2.0,0.0,1.0,9
63,2016-01-10,Swansea,Liverpool,1.0,2.0,A,1.0,0.0,H,M Oliver,8.0,18.0,3.0,6.0,11.0,9.0,3.0,10.0,2.0,2.0,0.0,0.0,9
66,2016-02-10,Burnley,Arsenal,0.0,1.0,A,0.0,0.0,D,C Pawson,10.0,18.0,1.0,3.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,9
70,2016-10-15,Arsenal,Swansea,3.0,2.0,H,2.0,1.0,H,J Moss,16.0,13.0,6.0,6.0,7.0,10.0,5.0,6.0,0.0,1.0,1.0,0.0,9
79,2016-10-17,Liverpool,Man United,0.0,0.0,D,0.0,0.0,D,A Taylor,9.0,7.0,3.0,1.0,14.0,20.0,3.0,1.0,0.0,4.0,0.0,0.0,9
80,2016-10-22,Arsenal,Middlesbrough,0.0,0.0,D,0.0,0.0,D,M Dean,9.0,11.0,5.0,4.0,6.0,13.0,8.0,3.0,1.0,0.0,0.0,0.0,9
85,2016-10-22,Liverpool,West Brom,2.0,1.0,H,2.0,0.0,H,N Swarbrick,21.0,6.0,7.0,1.0,9.0,13.0,3.0,2.0,1.0,3.0,0.0,0.0,9
90,2016-10-29,Crystal Palace,Liverpool,2.0,4.0,A,2.0,3.0,A,A Marriner,7.0,17.0,6.0,10.0,15.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,9
93,2016-10-29,Sunderland,Arsenal,1.0,4.0,A,0.0,1.0,A,M Atkinson,3.0,21.0,1.0,7.0,9.0,13.0,0.0,8.0,4.0,3.0,0.0,0.0,9
105,2016-06-11,Arsenal,Tottenham,1.0,1.0,D,1.0,0.0,H,M Clattenburg,15.0,10.0,2.0,3.0,11.0,17.0,7.0,2.0,1.0,2.0,0.0,0.0,9
108,2016-06-11,Liverpool,Watford,6.0,1.0,H,3.0,0.0,H,M Oliver,28.0,11.0,17.0,8.0,14.0,10.0,6.0,3.0,1.0,2.0,0.0,0.0,9
112,2016-11-19,Man United,Arsenal,1.0,1.0,D,0.0,0.0,D,A Marriner,12.0,5.0,5.0,1.0,14.0,11.0,10.0,4.0,3.0,3.0,0.0,0.0,9
113,2016-11-19,Southampton,Liverpool,0.0,0.0,D,0.0,0.0,D,M Clattenburg,3.0,15.0,0.0,2.0,8.0,11.0,1.0,8.0,1.0,1.0,0.0,0.0,9
124,2016-11-26,Liverpool,Sunderland,2.0,0.0,H,0.0,0.0,D,A Taylor,27.0,6.0,7.0,1.0,5.0,9.0,9.0,4.0,1.0,3.0,0.0,0.0,9
126,2016-11-27,Arsenal,Bournemouth,3.0,1.0,H,1.0,1.0,D,M Jones,16.0,9.0,3.0,3.0,12.0,13.0,3.0,10.0,3.0,5.0,0.0,0.0,9
136,2016-03-12,West Ham,Arsenal,1.0,5.0,A,0.0,1.0,A,C Pawson,10.0,19.0,3.0,10.0,10.0,11.0,3.0,2.0,3.0,3.0,0.0,0.0,9
137,2016-04-12,Bournemouth,Liverpool,4.0,3.0,H,0.0,2.0,A,R Madley,12.0,10.0,8.0,3.0,9.0,17.0,4.0,9.0,2.0,2.0,0.0,0.0,9
140,2016-10-12,Arsenal,Stoke,3.0,1.0,H,1.0,1.0,D,L Mason,21.0,12.0,6.0,5.0,9.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,9
147,2016-11-12,Liverpool,West Ham,2.0,2.0,D,1.0,2.0,A,M Clattenburg,18.0,7.0,3.0,3.0,7.0,8.0,11.0,4.0,2.0,0.0,0.0,0.0,9
151,2016-12-13,Everton,Arsenal,2.0,1.0,H,1.0,1.0,D,M Clattenburg,14.0,9.0,4.0,3.0,10.0,10.0,8.0,3.0,1.0,1.0,1.0,0.0,9
154,2016-12-14,Middlesbrough,Liverpool,0.0,3.0,A,0.0,1.0,A,J Moss,8.0,15.0,3.0,4.0,11.0,14.0,5.0,2.0,1.0,0.0,0.0,0.0,9
167,2016-12-18,Man City,Arsenal,2.0,1.0,H,0.0,1.0,A,M Atkinson,14.0,6.0,5.0,1.0,9.0,13.0,8.0,1.0,4.0,2.0,0.0,0.0,9
169,2016-12-19,Everton,Liverpool,0.0,1.0,A,0.0,0.0,D,M Dean,6.0,11.0,1.0,4.0,13.0,9.0,1.0,6.0,3.0,1.0,0.0,0.0,9
170,2016-12-26,Arsenal,West Brom,1.0,0.0,H,0.0,0.0,D,N Swarbrick,26.0,3.0,11.0,1.0,11.0,7.0,6.0,5.0,2.0,1.0,0.0,0.0,9
178,2016-12-27,Liverpool,Stoke,4.0,1.0,H,2.0,1.0,H,M Oliver,20.0,6.0,6.0,2.0,9.0,6.0,8.0,2.0,0.0,1.0,0.0,0.0,9
184,2016-12-31,Liverpool,Man City,1.0,0.0,H,1.0,0.0,H,C Pawson,5.0,9.0,1.0,2.0,12.0,12.0,4.0,6.0,2.0,1.0,0.0,0.0,9
188,2017-01-01,Arsenal,Crystal Palace,2.0,0.0,H,1.0,0.0,H,A Marriner,22.0,7.0,7.0,4.0,9.0,7.0,8.0,4.0,1.0,1.0,0.0,0.0,9
193,2017-02-01,Sunderland,Liverpool,2.0,2.0,D,1.0,1.0,D,A Taylor,10.0,21.0,5.0,15.0,10.0,10.0,2.0,5.0,2.0,3.0,0.0,0.0,9
196,2017-03-01,Bournemouth,Arsenal,3.0,3.0,D,2.0,0.0,H,M Oliver,12.0,14.0,6.0,4.0,10.0,12.0,4.0,7.0,3.0,3.0,1.0,0.0,9
204,2017-01-14,Swansea,Arsenal,0.0,4.0,A,0.0,1.0,A,M Jones,12.0,14.0,3.0,6.0,12.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,9
209,2017-01-15,Man United,Liverpool,1.0,1.0,D,0.0,1.0,A,M Oliver,9.0,13.0,3.0,4.0,17.0,13.0,5.0,7.0,1.0,3.0,0.0,0.0,9
212,2017-01-21,Liverpool,Swansea,2.0,3.0,A,0.0,0.0,D,K Friend,16.0,6.0,5.0,3.0,7.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0,9
217,2017-01-22,Arsenal,Burnley,2.0,1.0,H,0.0,0.0,D,J Moss,24.0,13.0,8.0,7.0,12.0,11.0,10.0,4.0,1.0,3.0,1.0,0.0,9
220,2017-01-31,Arsenal,Watford,1.0,2.0,A,0.0,2.0,A,A Marriner,20.0,10.0,5.0,6.0,12.0,15.0,9.0,5.0,3.0,3.0,0.0,0.0,9
223,2017-01-31,Liverpool,Chelsea,1.0,1.0,D,0.0,1.0,A,M Clattenburg,7.0,8.0,3.0,2.0,13.0,8.0,3.0,3.0,2.0,1.0,0.0,0.0,9
230,2017-04-02,Chelsea,Arsenal,3.0,1.0,H,1.0,0.0,H,M Atkinson,13.0,9.0,6.0,5.0,14.0,8.0,10.0,13.0,1.0,1.0,0.0,0.0,9
233,2017-04-02,Hull,Liverpool,2.0,0.0,H,1.0,0.0,H,L Mason,7.0,22.0,4.0,5.0,9.0,12.0,1.0,15.0,2.0,1.0,0.0,0.0,9
240,2017-11-02,Arsenal,Hull,2.0,0.0,H,1.0,0.0,H,M Clattenburg,17.0,9.0,7.0,4.0,12.0,9.0,3.0,8.0,3.0,1.0,0.0,1.0,9
241,2017-11-02,Liverpool,Tottenham,2.0,0.0,H,2.0,0.0,H,A Taylor,17.0,7.0,9.0,2.0,14.0,14.0,10.0,3.0,3.0,4.0,0.0,0.0,9
